city,566,742,B1 415,#f0f7ff,81
city,567,745,B1 416,#f0f7ff,82
city,567,749,B1 417,#f0f7ff,83
city,569,750,B1 418,#f0f7ff,84
city,571,751,B1 419,#f0f7ff,85
city,573,751,B1 420,#f0f7ff,86
city,587,739,B2 101,#247cbd,87
city,589,738,B2 102,#247cbd,88
city,589,736,B2 103,#247cbd,89
city,588,734,B2 104,#247cbd,90
city,586,734,B2 105,#247cbd,91
city,584,735,B2 106,#247cbd,92
city,584,737,B2 107,#247cbd,93
city,585,739,B2 108,#247cbd,94
city,587,741,B2 201,#4a9edd,95
city,589,740,B2 202,#4a9edd,96
city,591,740,B2 203,#4a9edd,97
city,591,738,B2 204,#4a9edd,98
city,591,736,B2 205,#4a9edd,99
city,590,734,B2 206,#4a9edd,100
city,590,732,B2 207,#4a9edd,101
city,588,732,B2 208,#4a9edd,102
city,586,732,B2 209,#4a9edd,103
city,584,733,B2 210,#4a9edd,104
city,582,733,B2 211,#4a9edd,105
city,582,735,B2 212,#4a9edd,106
city,582,737,B2 213,#4a9edd,107
city,583,739,B2 214,#4a9edd,108
city,583,741,B2 215,#4a9edd,109
city,585,741,B2 216,#4a9edd,110
city,587,743,B2 301,#add3ef,111
city,589,743,B2 302,#add3ef,112
city,593,742,B2 303,#add3ef,113
city,593,740,B2 304,#add3ef,114
city,593,738,B2 305,#add3ef,115
city,593,736,B2 306,#add3ef,116
city,592,732,B2 307,#add3ef,117
city,591,730,B2 308,#add3ef,118
city,589,730,B2 309,#add3ef,119
city,587,730,B2 310,#add3ef,120
city,585,730,B2 311,#add3ef,121
city,583,731,B2 312,#add3ef,122
city,581,731,B2 313,#add3ef,123
city,580,734,B2 314,#add3ef,124
city,583,743,B2 315,#add3ef,125
city,585,743,B2 316,#add3ef,126
city,588,745,B2 401,#f0f7ff,127
city,591,744,B2 402,#f0f7ff,128
city,593,744,B2 403,#f0f7ff,129
city,595,743,B2 404,#f0f7ff,130
city,595,740,B2 405,#f0f7ff,131
city,595,738,B2 406,#f0f7ff,132
city,595,736,B2 407,#f0f7ff,133
city,594,732,B2 408,#f0f7ff,134
city,593,730,B2 409,#f0f7ff,135
city,593,728,B2 410,#f0f7ff,136
city,589,728,B2 411,#f0f7ff,137
city,587,728,B2 412,#f0f7ff,138
city,585,728,B2 413,#f0f7ff,139
city,583,729,B2 414,#f0f7ff,140
city,581,729,B2 415,#f0f7ff,141
city,579,730,B2 416,#f0f7ff,142
city,579,732,B2 417,#f0f7ff,143
city,585,745,B2 418,#f0f7ff,144
